CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,PredictedLabel,ProbabilityFavorable
less_0,10,all_credits_paid_back,vacation,2649,less_100,less_1,1,female,none,2,car_other,24,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.918488023
no_checking,47,outstanding_credit,radio_tv,3691,unknown,4_to_7,3,male,co-applicant,4,car_other,38,none,own,2,skilled,1,yes,yes,Risk,Risk,0.269019008
no_checking,36,prior_payments_delayed,other,7671,unknown,4_to_7,4,male,none,4,unknown,58,none,free,3,skilled,2,yes,yes,Risk,Risk,0.243427143
no_checking,15,outstanding_credit,retraining,8474,100_to_500,4_to_7,3,male,none,3,car_other,52,none,free,2,management_self-employed,2,yes,yes,Risk,Risk,0.41648352
no_checking,31,prior_payments_delayed,education,6128,greater_1000,4_to_7,3,male,none,3,car_other,40,none,own,2,skilled,1,yes,yes,Risk,Risk,0.453929817
less_0,6,prior_payments_delayed,car_used,3026,less_100,less_1,3,male,none,3,car_other,37,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.848145698
greater_200,24,prior_payments_delayed,car_used,4311,greater_1000,4_to_7,2,male,co-applicant,3,car_other,55,none,own,2,skilled,2,yes,yes,No Risk,Risk,0.438863026
less_0,11,all_credits_paid_back,radio_tv,340,less_100,less_1,2,male,none,1,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.981272006
less_0,20,credits_paid_to_date,car_new,2419,less_100,less_1,3,female,none,3,car_other,29,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.842658168
0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,2,savings_insurance,21,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.969809626
0_to_200,21,credits_paid_to_date,repairs,3341,less_100,1_to_4,2,female,none,3,car_other,31,stores,own,1,skilled,1,none,yes,Risk,No Risk,0.717444001
less_0,4,no_credits,car_new,250,100_to_500,less_1,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
0_to_200,16,credits_paid_to_date,vacation,3521,less_100,1_to_4,2,female,co-applicant,2,car_other,34,bank,own,1,unemployed,1,none,yes,No Risk,No Risk,0.799369304
no_checking,36,prior_payments_delayed,appliances,2434,500_to_1000,greater_7,4,male,none,4,savings_insurance,29,stores,own,1,unskilled,1,none,yes,Risk,No Risk,0.602821292
0_to_200,23,outstanding_credit,car_used,2581,100_to_500,less_1,3,male,none,2,savings_insurance,41,none,own,1,skilled,2,yes,yes,No Risk,No Risk,0.787120017
0_to_200,4,credits_paid_to_date,appliances,552,less_100,less_1,2,female,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.960583811
greater_200,27,outstanding_credit,radio_tv,4880,500_to_1000,4_to_7,3,male,none,3,unknown,43,stores,free,2,unskilled,1,yes,yes,No Risk,No Risk,0.541256979
less_0,4,credits_paid_to_date,car_new,4345,100_to_500,less_1,2,male,none,3,savings_insurance,24,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.901851999
less_0,23,credits_paid_to_date,repairs,1121,less_100,1_to_4,2,male,none,3,savings_insurance,31,bank,rent,1,unemployed,1,yes,yes,No Risk,No Risk,0.746654076
0_to_200,39,outstanding_credit,radio_tv,2606,500_to_1000,4_to_7,3,male,none,2,car_other,21,bank,own,2,unskilled,1,yes,yes,Risk,No Risk,0.757752545
less_0,12,prior_payments_delayed,car_used,1635,less_100,1_to_4,1,male,none,2,savings_insurance,29,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.893003989
greater_200,25,credits_paid_to_date,car_used,4067,100_to_500,4_to_7,3,male,none,4,savings_insurance,43,stores,free,2,skilled,1,yes,yes,No Risk,No Risk,0.611090854
less_0,10,all_credits_paid_back,car_used,927,less_100,less_1,2,female,none,2,real_estate,24,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.980774325
less_0,10,all_credits_paid_back,car_used,250,less_100,less_1,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.983455914
no_checking,35,prior_payments_delayed,radio_tv,5572,500_to_1000,greater_7,5,male,none,4,car_other,42,none,own,2,skilled,1,yes,yes,No Risk,Risk,0.365578775
no_checking,23,prior_payments_delayed,education,5883,greater_1000,greater_7,3,male,none,2,savings_insurance,40,none,free,2,skilled,1,none,yes,Risk,No Risk,0.543106414
0_to_200,16,credits_paid_to_date,furniture,1472,500_to_1000,1_to_4,3,male,none,3,real_estate,28,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.905147728
no_checking,37,prior_payments_delayed,appliances,3934,greater_1000,4_to_7,4,male,none,4,car_other,33,stores,own,1,unskilled,2,yes,yes,No Risk,No Risk,0.523926103
no_checking,25,outstanding_credit,furniture,6448,500_to_1000,greater_7,4,male,co-applicant,5,unknown,59,none,own,2,skilled,1,yes,yes,Risk,Risk,0.103335645
no_checking,22,prior_payments_delayed,car_used,7083,unknown,greater_7,4,male,none,3,savings_insurance,49,none,own,2,skilled,1,none,yes,No Risk,Risk,0.417599876
less_0,28,outstanding_credit,furniture,4742,100_to_500,greater_7,4,male,none,2,car_other,38,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.655093573
less_0,21,all_credits_paid_back,furniture,250,500_to_1000,1_to_4,2,male,none,1,savings_insurance,23,stores,rent,2,skilled,1,none,yes,No Risk,No Risk,0.824811595
less_0,10,all_credits_paid_back,car_new,2167,100_to_500,less_1,2,male,none,3,real_estate,30,none,own,3,skilled,1,none,yes,No Risk,No Risk,0.926214987
0_to_200,4,all_credits_paid_back,education,936,less_100,less_1,2,male,none,2,savings_insurance,41,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.919211966
less_0,21,credits_paid_to_date,furniture,1008,less_100,less_1,2,female,none,1,savings_insurance,22,stores,rent,1,skilled,1,none,yes,Risk,No Risk,0.882409719
0_to_200,35,outstanding_credit,repairs,3419,unknown,greater_7,4,male,none,4,car_other,40,none,own,2,skilled,1,yes,yes,Risk,Risk,0.449411947
less_0,14,no_credits,car_used,2007,less_100,1_to_4,3,female,none,1,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.957739567
greater_200,26,prior_payments_delayed,business,7179,100_to_500,4_to_7,3,male,none,3,unknown,48,none,own,2,skilled,1,none,yes,Risk,No Risk,0.551424041
no_checking,29,outstanding_credit,appliances,5417,500_to_1000,greater_7,5,male,co-applicant,5,unknown,50,none,free,2,skilled,1,yes,yes,Risk,Risk,0.077090377
no_checking,30,outstanding_credit,furniture,5161,500_to_1000,greater_7,4,male,none,5,savings_insurance,29,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.606699679
no_checking,26,outstanding_credit,furniture,10269,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,56,none,free,2,management_self-employed,2,yes,yes,Risk,Risk,0.119475541
less_0,4,credits_paid_to_date,car_new,250,less_100,less_1,1,male,none,2,real_estate,39,bank,own,1,unemployed,1,none,yes,No Risk,No Risk,0.92949707
less_0,8,all_credits_paid_back,car_new,1914,less_100,less_1,2,female,none,1,car_other,25,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.929745996
no_checking,10,credits_paid_to_date,car_new,4387,less_100,4_to_7,4,female,none,3,car_other,43,none,own,1,management_self-employed,2,none,yes,Risk,No Risk,0.649345052
no_checking,28,prior_payments_delayed,appliances,5105,unknown,1_to_4,4,male,none,2,car_other,60,stores,own,2,unemployed,2,yes,yes,No Risk,Risk,0.496579198
no_checking,37,prior_payments_delayed,repairs,6133,500_to_1000,1_to_4,4,male,none,5,savings_insurance,38,none,own,1,management_self-employed,1,yes,yes,No Risk,No Risk,0.599151731
no_checking,36,prior_payments_delayed,appliances,6696,500_to_1000,4_to_7,3,male,none,2,unknown,44,none,own,2,skilled,1,yes,yes,Risk,Risk,0.433455044
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,co-applicant,1,savings_insurance,36,stores,free,1,skilled,1,none,yes,No Risk,No Risk,0.919809809
no_checking,25,prior_payments_delayed,radio_tv,6744,100_to_500,greater_7,5,male,none,5,car_other,46,none,free,2,management_self-employed,1,yes,no,Risk,Risk,0.305648964
no_checking,33,outstanding_credit,repairs,2943,greater_1000,4_to_7,4,male,none,3,savings_insurance,30,none,own,2,skilled,1,none,yes,Risk,No Risk,0.600506123
no_checking,27,prior_payments_delayed,car_used,6706,500_to_1000,4_to_7,5,male,none,5,unknown,53,none,free,2,management_self-employed,1,yes,no,Risk,Risk,0.265542323
less_0,4,credits_paid_to_date,car_used,2413,less_100,1_to_4,3,female,none,3,car_other,31,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.852365724
no_checking,24,prior_payments_delayed,radio_tv,6954,500_to_1000,1_to_4,3,male,none,4,car_other,43,none,free,2,skilled,2,yes,yes,Risk,No Risk,0.583896609
no_checking,14,outstanding_credit,car_used,4352,100_to_500,4_to_7,2,male,none,3,car_other,45,none,free,2,skilled,1,yes,yes,Risk,Risk,0.466956974
no_checking,35,credits_paid_to_date,appliances,5177,greater_1000,4_to_7,4,female,none,4,savings_insurance,44,none,own,1,skilled,1,none,yes,Risk,No Risk,0.598832393
0_to_200,4,prior_payments_delayed,vacation,2411,less_100,1_to_4,3,female,none,3,savings_insurance,25,none,own,2,management_self-employed,1,yes,yes,Risk,No Risk,0.807632634
0_to_200,15,prior_payments_delayed,car_new,4773,greater_1000,greater_7,4,male,none,4,savings_insurance,52,stores,rent,2,unskilled,1,none,yes,No Risk,No Risk,0.707329115
no_checking,20,credits_paid_to_date,car_new,4046,100_to_500,greater_7,3,male,co-applicant,4,savings_insurance,56,none,free,2,skilled,1,yes,yes,Risk,Risk,0.356162864
0_to_200,14,credits_paid_to_date,car_new,4879,less_100,less_1,2,male,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.873476562
no_checking,8,credits_paid_to_date,appliances,3639,500_to_1000,less_1,2,female,none,3,real_estate,31,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.887669025
greater_200,39,prior_payments_delayed,furniture,4735,500_to_1000,greater_7,4,male,none,3,unknown,45,stores,own,2,skilled,1,none,yes,Risk,Risk,0.442400099
no_checking,23,prior_payments_delayed,radio_tv,2298,500_to_1000,1_to_4,2,male,none,2,real_estate,43,none,own,2,skilled,1,none,yes,Risk,No Risk,0.661211146
0_to_200,13,credits_paid_to_date,furniture,4218,100_to_500,unemployed,3,female,none,2,savings_insurance,31,stores,own,2,skilled,1,none,yes,No Risk,No Risk,0.855454228
0_to_200,14,prior_payments_delayed,car_new,250,100_to_500,less_1,2,male,none,3,savings_insurance,37,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.845342686
greater_200,32,outstanding_credit,vacation,5254,500_to_1000,4_to_7,3,male,none,2,unknown,45,none,own,1,skilled,1,yes,no,Risk,No Risk,0.514795716
0_to_200,15,credits_paid_to_date,car_new,2816,500_to_1000,1_to_4,3,male,none,4,car_other,27,none,rent,2,skilled,1,none,yes,Risk,No Risk,0.708302908
0_to_200,30,credits_paid_to_date,radio_tv,2368,100_to_500,4_to_7,3,male,none,3,real_estate,33,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.695942635
less_0,7,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,21,bank,own,1,unskilled,1,none,yes,No Risk,No Risk,0.978468606
no_checking,42,prior_payments_delayed,furniture,6283,unknown,greater_7,4,male,co-applicant,4,unknown,45,none,own,3,skilled,2,yes,yes,Risk,Risk,0.107950885
no_checking,26,prior_payments_delayed,radio_tv,1631,100_to_500,1_to_4,2,male,none,2,real_estate,45,bank,own,1,unskilled,2,yes,yes,No Risk,No Risk,0.73039882
0_to_200,22,credits_paid_to_date,radio_tv,2847,500_to_1000,1_to_4,3,female,none,3,real_estate,33,none,own,2,skilled,2,yes,yes,Risk,No Risk,0.73268291
less_0,12,all_credits_paid_back,car_new,250,500_to_1000,less_1,2,male,none,3,savings_insurance,31,none,rent,2,skilled,1,yes,yes,No Risk,No Risk,0.901818851
no_checking,32,outstanding_credit,repairs,7546,500_to_1000,4_to_7,3,male,co-applicant,4,unknown,47,none,free,3,skilled,2,yes,yes,Risk,Risk,0.134471934
less_0,4,no_credits,car_used,250,100_to_500,less_1,1,female,none,2,real_estate,30,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.983455914
0_to_200,23,credits_paid_to_date,radio_tv,4104,100_to_500,4_to_7,2,male,none,3,savings_insurance,44,stores,rent,2,unskilled,1,none,yes,Risk,No Risk,0.635161203
no_checking,31,outstanding_credit,radio_tv,6156,500_to_1000,greater_7,4,male,co-applicant,3,unknown,39,none,free,2,skilled,1,yes,yes,Risk,Risk,0.132923119
0_to_200,14,prior_payments_delayed,car_used,5452,greater_1000,greater_7,4,male,none,2,unknown,47,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.622919427
greater_200,25,credits_paid_to_date,retraining,2933,100_to_500,1_to_4,4,male,none,2,savings_insurance,19,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.811317407
less_0,16,credits_paid_to_date,repairs,1654,500_to_1000,1_to_4,3,female,none,3,car_other,32,bank,rent,1,unemployed,2,none,yes,No Risk,No Risk,0.823502471
less_0,24,prior_payments_delayed,car_used,1860,100_to_500,1_to_4,3,female,none,2,car_other,30,stores,own,2,unskilled,1,yes,yes,Risk,No Risk,0.770395865
no_checking,39,outstanding_credit,radio_tv,5617,greater_1000,greater_7,5,male,co-applicant,4,car_other,54,none,own,2,skilled,1,yes,yes,Risk,Risk,0.102987238
no_checking,10,credits_paid_to_date,furniture,5130,500_to_1000,1_to_4,3,male,none,3,savings_insurance,44,none,own,2,management_self-employed,1,yes,yes,No Risk,No Risk,0.66015726
no_checking,37,prior_payments_delayed,other,6991,500_to_1000,greater_7,4,male,co-applicant,4,unknown,49,none,free,2,skilled,1,yes,yes,Risk,Risk,0.081868689
no_checking,30,prior_payments_delayed,radio_tv,3820,500_to_1000,4_to_7,4,male,none,3,car_other,46,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.504400863
no_checking,26,outstanding_credit,furniture,5461,500_to_1000,4_to_7,4,male,none,5,savings_insurance,50,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.540395942
no_checking,35,prior_payments_delayed,education,4796,500_to_1000,1_to_4,4,male,co-applicant,3,savings_insurance,36,none,own,1,skilled,1,none,yes,Risk,No Risk,0.583155875
0_to_200,31,credits_paid_to_date,furniture,2159,100_to_500,greater_7,3,male,none,2,car_other,36,none,own,1,skilled,2,yes,yes,Risk,No Risk,0.709048779
no_checking,41,prior_payments_delayed,appliances,3617,500_to_1000,greater_7,4,male,none,3,car_other,43,none,own,2,skilled,1,yes,yes,Risk,Risk,0.315398671
no_checking,33,prior_payments_delayed,appliances,4983,greater_1000,greater_7,5,male,none,5,car_other,45,none,own,2,skilled,1,yes,yes,Risk,Risk,0.232775263
no_checking,31,outstanding_credit,repairs,6118,greater_1000,4_to_7,4,male,none,4,unknown,36,none,own,2,management_self-employed,1,yes,yes,Risk,Risk,0.420902776
no_checking,31,outstanding_credit,vacation,7108,unknown,4_to_7,5,male,none,3,unknown,49,none,own,2,skilled,2,yes,yes,No Risk,Risk,0.32812896
less_0,4,credits_paid_to_date,car_new,788,less_100,less_1,1,female,none,2,car_other,40,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.875439585
less_0,13,all_credits_paid_back,furniture,3291,less_100,less_1,1,male,none,2,real_estate,29,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.951528238
no_checking,20,prior_payments_delayed,radio_tv,4571,100_to_500,1_to_4,2,male,none,4,savings_insurance,26,none,own,1,skilled,2,none,yes,No Risk,No Risk,0.681521144
less_0,9,all_credits_paid_back,vacation,772,less_100,less_1,2,female,none,2,real_estate,25,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981328255
no_checking,22,credits_paid_to_date,furniture,4519,100_to_500,greater_7,3,female,none,2,savings_insurance,41,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.673151964
no_checking,37,outstanding_credit,furniture,7275,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,50,none,own,2,skilled,1,none,yes,Risk,Risk,0.204179632
less_0,35,credits_paid_to_date,car_used,389,100_to_500,4_to_7,3,female,none,2,car_other,40,stores,rent,1,unskilled,1,none,yes,Risk,No Risk,0.754183446
0_to_200,25,outstanding_credit,appliances,7801,100_to_500,greater_7,5,male,none,4,car_other,39,none,own,1,management_self-employed,1,yes,yes,Risk,Risk,0.453189024
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
no_checking,30,prior_payments_delayed,business,6048,100_to_500,1_to_4,4,male,none,4,car_other,43,none,own,2,management_self-employed,1,yes,yes,Risk,No Risk,0.569429009
less_0,4,credits_paid_to_date,car_used,250,less_100,1_to_4,2,female,none,1,car_other,29,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.918532135
less_0,15,prior_payments_delayed,radio_tv,1995,500_to_1000,1_to_4,3,female,co-applicant,3,savings_insurance,42,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.775884061
no_checking,26,outstanding_credit,furniture,5884,500_to_1000,4_to_7,4,male,none,3,unknown,35,none,free,2,skilled,1,yes,yes,Risk,Risk,0.447711604
0_to_200,13,credits_paid_to_date,car_used,1842,100_to_500,unemployed,1,female,none,1,car_other,35,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.851499918
0_to_200,22,credits_paid_to_date,car_new,3580,less_100,1_to_4,3,male,none,4,car_other,25,none,rent,2,skilled,1,none,yes,Risk,No Risk,0.620351929
0_to_200,17,credits_paid_to_date,retraining,4853,500_to_1000,4_to_7,4,female,none,3,savings_insurance,34,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.774588485
0_to_200,39,prior_payments_delayed,radio_tv,4508,100_to_500,1_to_4,4,female,none,4,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.648753852
no_checking,27,prior_payments_delayed,business,5376,500_to_1000,4_to_7,4,female,none,2,savings_insurance,39,none,own,2,skilled,1,none,yes,Risk,No Risk,0.566587403
0_to_200,15,no_credits,car_new,250,less_100,less_1,1,female,none,2,real_estate,32,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.978076862
less_0,16,prior_payments_delayed,radio_tv,1332,greater_1000,1_to_4,2,male,co-applicant,2,car_other,38,stores,own,2,skilled,1,yes,yes,Risk,No Risk,0.707081163
less_0,4,credits_paid_to_date,car_new,1269,less_100,1_to_4,3,female,none,3,real_estate,31,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.904204939
0_to_200,14,no_credits,car_used,3942,less_100,less_1,3,male,none,3,savings_insurance,24,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.925128171
no_checking,33,prior_payments_delayed,appliances,4454,500_to_1000,1_to_4,4,male,none,3,car_other,25,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.612840248
less_0,13,credits_paid_to_date,vacation,1085,less_100,1_to_4,2,female,none,2,savings_insurance,32,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.900248692
no_checking,16,credits_paid_to_date,car_new,3000,100_to_500,less_1,3,male,co-applicant,4,real_estate,39,none,free,2,skilled,1,yes,yes,No Risk,No Risk,0.609927461
no_checking,30,outstanding_credit,repairs,7613,500_to_1000,1_to_4,4,male,none,5,unknown,41,none,free,2,management_self-employed,1,yes,yes,Risk,No Risk,0.545950575
no_checking,47,outstanding_credit,vacation,10151,greater_1000,greater_7,5,male,co-applicant,3,car_other,39,none,free,2,skilled,1,yes,yes,Risk,Risk,0.173544213
less_0,16,credits_paid_to_date,car_new,1328,100_to_500,less_1,1,male,none,2,savings_insurance,25,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.924444241
0_to_200,28,credits_paid_to_date,car_used,250,greater_1000,less_1,2,male,none,2,real_estate,32,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.871021554
no_checking,29,credits_paid_to_date,car_used,5011,100_to_500,1_to_4,3,male,none,4,car_other,40,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.607509938
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,20,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
0_to_200,29,credits_paid_to_date,car_used,3368,less_100,4_to_7,4,female,none,2,car_other,47,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.710663095
0_to_200,9,all_credits_paid_back,furniture,250,less_100,1_to_4,2,female,none,2,real_estate,37,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.954619933
less_0,10,all_credits_paid_back,car_new,3237,less_100,less_1,3,female,none,3,real_estate,32,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.89883868
less_0,4,all_credits_paid_back,radio_tv,950,less_100,less_1,2,male,none,2,real_estate,22,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.970296396
0_to_200,16,prior_payments_delayed,car_new,2324,100_to_500,less_1,3,female,none,2,real_estate,32,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.894707317
no_checking,29,prior_payments_delayed,car_used,1690,500_to_1000,greater_7,4,female,none,2,car_other,48,none,free,2,skilled,1,yes,yes,No Risk,Risk,0.344819813
no_checking,37,outstanding_credit,repairs,6722,greater_1000,greater_7,5,female,none,5,unknown,57,none,free,2,skilled,2,yes,yes,Risk,Risk,0.178993622
greater_200,19,credits_paid_to_date,repairs,402,less_100,less_1,2,female,none,3,real_estate,24,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.928422558
no_checking,28,prior_payments_delayed,car_used,6860,100_to_500,1_to_4,4,male,none,3,savings_insurance,40,none,own,2,management_self-employed,1,yes,yes,No Risk,No Risk,0.593756624
less_0,9,all_credits_paid_back,car_new,1071,100_to_500,4_to_7,3,male,none,2,savings_insurance,24,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.91730421
less_0,15,credits_paid_to_date,retraining,2728,100_to_500,1_to_4,3,female,none,3,savings_insurance,35,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.82847434
0_to_200,22,credits_paid_to_date,radio_tv,4744,less_100,1_to_4,3,male,none,3,savings_insurance,23,none,free,1,skilled,1,none,yes,No Risk,No Risk,0.708955503
less_0,9,all_credits_paid_back,car_new,977,less_100,less_1,1,female,none,2,savings_insurance,25,stores,own,1,skilled,1,yes,yes,Risk,No Risk,0.933546262
no_checking,30,prior_payments_delayed,education,6268,unknown,1_to_4,4,female,none,3,savings_insurance,34,none,own,2,skilled,2,yes,yes,Risk,No Risk,0.544353089
less_0,11,prior_payments_delayed,car_new,1928,less_100,unemployed,1,female,none,2,car_other,23,none,own,1,skilled,1,none,yes,Risk,No Risk,0.893353815
no_checking,30,outstanding_credit,other,8378,greater_1000,greater_7,5,male,none,4,unknown,36,none,free,3,skilled,2,yes,yes,Risk,Risk,0.323299908
0_to_200,20,credits_paid_to_date,car_new,2903,less_100,1_to_4,2,female,none,3,real_estate,30,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.828161205
no_checking,21,outstanding_credit,radio_tv,6474,unknown,greater_7,5,male,none,5,car_other,46,none,own,2,management_self-employed,2,none,yes,Risk,Risk,0.367331441
less_0,11,prior_payments_delayed,car_new,1216,less_100,4_to_7,2,male,none,2,savings_insurance,42,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.774000815
0_to_200,5,prior_payments_delayed,furniture,1285,500_to_1000,4_to_7,2,male,none,2,car_other,43,bank,rent,1,unemployed,1,yes,yes,Risk,No Risk,0.825508698
no_checking,52,outstanding_credit,appliances,6519,greater_1000,4_to_7,3,male,co-applicant,4,car_other,46,none,own,2,skilled,1,yes,yes,Risk,Risk,0.238524806
no_checking,50,outstanding_credit,retraining,8698,500_to_1000,greater_7,4,male,guarantor,5,unknown,49,none,free,2,unskilled,1,yes,yes,Risk,Risk,0.085893493
less_0,10,all_credits_paid_back,car_new,2328,100_to_500,4_to_7,2,female,none,2,real_estate,33,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.922236261
no_checking,42,outstanding_credit,repairs,5606,greater_1000,4_to_7,5,male,none,5,car_other,41,none,own,2,skilled,1,yes,yes,No Risk,Risk,0.442766303
no_checking,32,prior_payments_delayed,car_used,8821,100_to_500,4_to_7,5,male,co-applicant,3,unknown,43,none,free,2,management_self-employed,1,yes,yes,Risk,Risk,0.199151452
0_to_200,11,credits_paid_to_date,car_used,1139,500_to_1000,4_to_7,3,male,none,2,savings_insurance,25,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.900420521
no_checking,26,outstanding_credit,appliances,5187,500_to_1000,greater_7,5,male,none,5,unknown,53,none,own,1,management_self-employed,1,yes,yes,Risk,Risk,0.286308507
0_to_200,4,all_credits_paid_back,furniture,250,less_100,less_1,2,male,none,2,real_estate,22,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.981843522
no_checking,36,prior_payments_delayed,other,5858,500_to_1000,greater_7,4,male,co-applicant,2,car_other,44,bank,own,1,unskilled,1,none,yes,No Risk,Risk,0.346006785
0_to_200,4,no_credits,car_new,1637,100_to_500,less_1,1,female,none,2,savings_insurance,28,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.914442935
no_checking,32,prior_payments_delayed,appliances,6990,unknown,4_to_7,5,male,none,5,unknown,44,none,own,2,skilled,2,yes,yes,No Risk,Risk,0.412531677
less_0,11,all_credits_paid_back,car_new,561,less_100,1_to_4,2,female,none,2,real_estate,23,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.969706262
no_checking,26,prior_payments_delayed,appliances,4984,500_to_1000,4_to_7,3,male,none,4,savings_insurance,51,none,free,2,management_self-employed,1,yes,yes,Risk,Risk,0.431836605
no_checking,15,prior_payments_delayed,furniture,4274,100_to_500,greater_7,4,male,none,5,car_other,40,stores,own,2,unskilled,1,yes,no,Risk,No Risk,0.535106325
no_checking,25,prior_payments_delayed,radio_tv,4715,100_to_500,1_to_4,4,male,none,3,savings_insurance,38,none,own,1,management_self-employed,2,none,no,No Risk,No Risk,0.640381272
0_to_200,24,credits_paid_to_date,retraining,250,less_100,less_1,2,female,none,3,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.875091162
no_checking,32,prior_payments_delayed,business,6966,100_to_500,greater_7,4,male,none,2,car_other,43,none,free,3,skilled,1,none,yes,Risk,Risk,0.410598478
no_checking,26,prior_payments_delayed,business,4440,100_to_500,1_to_4,4,male,none,3,savings_insurance,30,none,free,1,management_self-employed,2,yes,yes,No Risk,No Risk,0.627737097
0_to_200,23,credits_paid_to_date,car_new,4323,less_100,1_to_4,3,female,none,3,real_estate,40,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.758301895
0_to_200,7,all_credits_paid_back,car_new,1732,less_100,less_1,2,female,none,3,savings_insurance,25,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.940788747
less_0,35,prior_payments_delayed,radio_tv,3875,greater_1000,4_to_7,2,male,none,2,unknown,37,stores,own,2,unskilled,1,none,yes,No Risk,No Risk,0.68976487
no_checking,18,prior_payments_delayed,radio_tv,5172,100_to_500,greater_7,4,female,none,3,car_other,43,stores,free,2,unskilled,2,yes,yes,Risk,Risk,0.478381051
no_checking,25,outstanding_credit,furniture,6928,500_to_1000,4_to_7,4,male,none,4,car_other,43,none,free,2,management_self-employed,1,yes,yes,No Risk,Risk,0.438693102
