CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,PredictedLabel,ProbabilityFavorable
less_0,15,all_credits_paid_back,car_used,250,less_100,1_to_4,2,male,none,1,savings_insurance,26,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.943665503
less_0,18,all_credits_paid_back,furniture,2658,less_100,1_to_4,2,female,none,2,real_estate,25,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.92984261
no_checking,24,prior_payments_delayed,radio_tv,2350,100_to_500,greater_7,4,female,none,3,savings_insurance,50,none,own,2,skilled,1,none,yes,No Risk,Risk,0.418221341
less_0,9,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,28,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
greater_200,25,credits_paid_to_date,radio_tv,2103,100_to_500,4_to_7,3,male,none,2,real_estate,19,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.768458271
less_0,16,credits_paid_to_date,car_new,2449,less_100,1_to_4,3,male,none,1,savings_insurance,33,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.833152653
less_0,4,credits_paid_to_date,car_used,250,less_100,less_1,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.977667541
less_0,21,prior_payments_delayed,furniture,1620,100_to_500,1_to_4,2,male,none,1,savings_insurance,33,stores,own,1,skilled,1,yes,yes,No Risk,No Risk,0.7668158009999999
0_to_200,27,credits_paid_to_date,business,1528,100_to_500,1_to_4,3,male,none,3,real_estate,20,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.769511581
no_checking,27,outstanding_credit,radio_tv,7445,500_to_1000,greater_7,3,male,co-applicant,3,car_other,53,none,own,2,management_self-employed,1,yes,yes,Risk,Risk,0.16390538699999999
0_to_200,30,prior_payments_delayed,education,1671,100_to_500,4_to_7,4,male,none,4,real_estate,48,none,rent,1,skilled,1,yes,yes,Risk,No Risk,0.583019766
no_checking,39,prior_payments_delayed,repairs,6981,500_to_1000,1_to_4,4,male,none,5,unknown,41,none,own,2,skilled,1,yes,yes,Risk,No Risk,0.5086932270000001
no_checking,35,prior_payments_delayed,appliances,3499,500_to_1000,1_to_4,4,male,none,4,car_other,48,none,own,2,skilled,1,yes,yes,No Risk,Risk,0.426315406
no_checking,26,outstanding_credit,appliances,6754,500_to_1000,4_to_7,5,male,none,4,unknown,47,none,free,2,skilled,1,yes,yes,Risk,Risk,0.297605159
no_checking,26,all_credits_paid_back,car_used,1242,less_100,1_to_4,3,female,none,2,real_estate,23,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.77065251
no_checking,27,prior_payments_delayed,education,5099,100_to_500,1_to_4,4,male,none,4,car_other,44,none,own,1,management_self-employed,1,yes,yes,Risk,No Risk,0.587706994
less_0,12,prior_payments_delayed,furniture,510,less_100,1_to_4,2,male,none,1,real_estate,27,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.950224486
no_checking,24,prior_payments_delayed,car_used,6578,100_to_500,less_1,4,female,none,3,savings_insurance,47,none,own,1,management_self-employed,1,none,yes,Risk,No Risk,0.684039672
0_to_200,29,credits_paid_to_date,radio_tv,3660,greater_1000,4_to_7,4,male,none,2,savings_insurance,23,none,own,1,skilled,2,none,yes,No Risk,No Risk,0.7659958920000001
0_to_200,21,prior_payments_delayed,radio_tv,7468,500_to_1000,greater_7,4,female,none,4,unknown,48,none,own,2,skilled,1,yes,yes,Risk,Risk,0.397773437
0_to_200,22,credits_paid_to_date,radio_tv,1889,less_100,1_to_4,2,male,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.747452925
0_to_200,15,credits_paid_to_date,car_new,1451,500_to_1000,1_to_4,2,male,none,3,savings_insurance,29,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.875282808
no_checking,23,credits_paid_to_date,car_new,852,100_to_500,unemployed,2,female,none,3,savings_insurance,23,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.7720850290000001
no_checking,31,prior_payments_delayed,appliances,10786,greater_1000,1_to_4,4,male,co-applicant,5,unknown,55,none,free,3,management_self-employed,2,yes,yes,Risk,Risk,0.26294031100000004
0_to_200,17,credits_paid_to_date,furniture,250,less_100,4_to_7,3,male,none,3,savings_insurance,25,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.901004373
no_checking,43,credits_paid_to_date,education,5989,100_to_500,greater_7,5,male,none,3,unknown,41,none,free,2,skilled,1,yes,yes,Risk,Risk,0.354898704
less_0,4,all_credits_paid_back,car_new,2937,less_100,unemployed,2,female,none,3,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.9473990379999999
0_to_200,20,no_credits,furniture,3612,100_to_500,unemployed,2,female,none,2,real_estate,24,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.88351202
no_checking,36,outstanding_credit,radio_tv,2876,unknown,greater_7,5,female,co-applicant,4,savings_insurance,34,none,own,2,skilled,2,yes,yes,Risk,Risk,0.269609667
no_checking,28,credits_paid_to_date,furniture,5242,100_to_500,1_to_4,4,male,none,3,real_estate,41,stores,own,1,unskilled,1,none,yes,No Risk,No Risk,0.6835588909999999
less_0,9,all_credits_paid_back,car_used,250,less_100,less_1,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9834559140000001
less_0,16,credits_paid_to_date,repairs,4605,less_100,less_1,3,female,none,2,car_other,25,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.8485751220000001
less_0,15,prior_payments_delayed,radio_tv,250,less_100,less_1,2,male,co-applicant,3,savings_insurance,43,bank,own,1,unemployed,1,yes,yes,No Risk,No Risk,0.793073994
less_0,15,credits_paid_to_date,car_new,2870,less_100,less_1,1,female,none,1,real_estate,21,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.948848797
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,1,female,co-applicant,1,real_estate,42,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.919090965
no_checking,34,outstanding_credit,repairs,6015,greater_1000,greater_7,4,male,co-applicant,4,unknown,55,none,free,2,skilled,1,yes,yes,Risk,Risk,0.077444987
no_checking,24,outstanding_credit,furniture,5948,500_to_1000,greater_7,3,male,co-applicant,3,unknown,53,none,free,2,skilled,1,yes,yes,Risk,Risk,0.152477232
less_0,16,credits_paid_to_date,car_new,1215,less_100,less_1,2,female,none,3,real_estate,22,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.953428253
no_checking,15,prior_payments_delayed,furniture,2827,100_to_500,1_to_4,4,male,none,3,savings_insurance,39,none,own,2,management_self-employed,2,yes,yes,No Risk,No Risk,0.6754205409999999
no_checking,30,credits_paid_to_date,radio_tv,5967,100_to_500,greater_7,4,male,none,4,savings_insurance,53,none,own,2,management_self-employed,1,yes,yes,No Risk,Risk,0.379430338
less_0,28,credits_paid_to_date,radio_tv,2583,less_100,1_to_4,2,female,none,3,car_other,33,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.698178579
less_0,14,all_credits_paid_back,appliances,3112,100_to_500,less_1,1,female,none,2,savings_insurance,28,stores,rent,2,skilled,2,yes,yes,No Risk,No Risk,0.8874158609999999
0_to_200,27,outstanding_credit,radio_tv,1603,100_to_500,greater_7,3,male,none,4,car_other,40,none,own,1,skilled,1,none,yes,Risk,No Risk,0.5178388629999999
no_checking,32,prior_payments_delayed,vacation,6554,100_to_500,greater_7,5,male,none,3,unknown,57,none,free,2,management_self-employed,1,yes,yes,Risk,Risk,0.20676335
0_to_200,18,prior_payments_delayed,radio_tv,5335,500_to_1000,4_to_7,4,male,none,4,unknown,32,none,free,2,skilled,1,yes,yes,No Risk,No Risk,0.60630393
0_to_200,14,credits_paid_to_date,car_new,3208,less_100,less_1,3,female,none,3,savings_insurance,26,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.9082444820000001
less_0,4,all_credits_paid_back,repairs,250,less_100,less_1,2,female,none,1,savings_insurance,19,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.9719935340000001
no_checking,27,all_credits_paid_back,car_used,5274,greater_1000,4_to_7,4,female,none,3,real_estate,40,none,own,2,skilled,2,none,yes,No Risk,No Risk,0.532069008
no_checking,47,outstanding_credit,repairs,4952,greater_1000,greater_7,5,male,co-applicant,3,unknown,48,none,free,2,skilled,2,yes,yes,Risk,Risk,0.093301494
0_to_200,13,prior_payments_delayed,car_new,6693,less_100,1_to_4,4,male,none,3,car_other,33,none,own,2,management_self-employed,1,yes,yes,No Risk,No Risk,0.70239118
greater_200,18,prior_payments_delayed,radio_tv,1641,greater_1000,1_to_4,3,female,none,4,real_estate,41,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.744085124
greater_200,23,all_credits_paid_back,furniture,2104,less_100,less_1,2,female,none,1,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.857524345
greater_200,22,outstanding_credit,appliances,5291,100_to_500,greater_7,4,male,none,3,car_other,38,none,own,2,skilled,2,yes,yes,Risk,No Risk,0.533042319
no_checking,40,prior_payments_delayed,other,6462,500_to_1000,greater_7,4,female,none,4,unknown,54,none,free,2,skilled,1,none,yes,Risk,Risk,0.296745757
no_checking,28,outstanding_credit,vacation,7046,500_to_1000,4_to_7,4,male,none,4,car_other,41,none,free,1,management_self-employed,2,yes,yes,No Risk,Risk,0.474217011
greater_200,23,credits_paid_to_date,car_used,4093,less_100,4_to_7,4,female,none,3,car_other,42,bank,own,1,unskilled,2,yes,yes,No Risk,No Risk,0.6886155290000001
less_0,19,credits_paid_to_date,vacation,4546,less_100,4_to_7,3,male,none,2,savings_insurance,27,none,own,2,skilled,1,none,yes,Risk,No Risk,0.8069922490000001
less_0,26,all_credits_paid_back,furniture,422,less_100,1_to_4,1,male,none,1,savings_insurance,32,stores,own,1,unskilled,1,none,yes,No Risk,No Risk,0.8258122059999999
0_to_200,19,credits_paid_to_date,furniture,250,100_to_500,1_to_4,2,female,none,3,savings_insurance,21,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.8490250779999999
0_to_200,14,prior_payments_delayed,furniture,2318,less_100,4_to_7,3,male,none,4,savings_insurance,40,none,own,1,skilled,1,yes,yes,Risk,No Risk,0.722190826
0_to_200,8,all_credits_paid_back,car_used,4374,less_100,4_to_7,3,male,none,2,savings_insurance,26,none,rent,1,skilled,1,none,yes,Risk,No Risk,0.870931509
no_checking,25,prior_payments_delayed,radio_tv,6076,100_to_500,greater_7,3,male,none,4,car_other,47,stores,own,1,unskilled,1,none,no,No Risk,Risk,0.40943005
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,male,none,1,savings_insurance,24,stores,rent,1,unskilled,1,none,yes,Risk,No Risk,0.9565878879999999
no_checking,25,prior_payments_delayed,radio_tv,4787,500_to_1000,1_to_4,3,male,none,3,savings_insurance,47,none,own,2,management_self-employed,1,none,yes,Risk,No Risk,0.640848395
0_to_200,37,prior_payments_delayed,repairs,2801,100_to_500,1_to_4,3,male,none,4,car_other,40,none,own,1,skilled,1,none,yes,Risk,No Risk,0.5976819329999999
0_to_200,25,credits_paid_to_date,radio_tv,1863,500_to_1000,less_1,3,female,none,3,savings_insurance,27,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.7882306109999999
0_to_200,6,prior_payments_delayed,car_new,3731,100_to_500,1_to_4,2,male,none,2,savings_insurance,22,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.8855742670000001
no_checking,33,outstanding_credit,repairs,5757,500_to_1000,greater_7,5,male,co-applicant,4,car_other,49,none,own,2,skilled,2,yes,yes,Risk,Risk,0.080552168
less_0,8,prior_payments_delayed,furniture,1093,less_100,4_to_7,3,male,none,2,car_other,19,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.882550755
less_0,33,credits_paid_to_date,education,4994,less_100,1_to_4,4,male,none,2,car_other,33,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.7123983190000001
less_0,14,all_credits_paid_back,car_used,250,100_to_500,less_1,2,female,none,3,real_estate,31,none,rent,2,skilled,2,none,yes,No Risk,No Risk,0.9264310159999999
no_checking,44,prior_payments_delayed,radio_tv,5548,unknown,4_to_7,4,male,co-applicant,3,car_other,38,none,own,3,skilled,2,yes,yes,Risk,Risk,0.248339452
less_0,4,credits_paid_to_date,car_new,250,less_100,less_1,1,female,none,2,savings_insurance,29,stores,rent,1,skilled,1,yes,yes,No Risk,No Risk,0.948242018
no_checking,52,outstanding_credit,education,6393,greater_1000,greater_7,5,male,co-applicant,5,car_other,53,none,free,3,skilled,2,yes,yes,Risk,Risk,0.066458672
0_to_200,10,credits_paid_to_date,car_new,2021,500_to_1000,4_to_7,2,female,none,3,car_other,38,stores,own,1,skilled,1,none,no,No Risk,No Risk,0.7668558679999999
greater_200,23,prior_payments_delayed,radio_tv,7652,greater_1000,4_to_7,4,male,none,3,unknown,46,none,own,2,skilled,2,yes,no,No Risk,Risk,0.434758934
no_checking,8,prior_payments_delayed,radio_tv,3889,greater_1000,4_to_7,4,male,none,4,unknown,39,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.573047462
no_checking,34,outstanding_credit,repairs,5530,500_to_1000,greater_7,3,male,co-applicant,5,unknown,55,none,free,2,management_self-employed,1,yes,yes,Risk,Risk,0.063839804
0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,1,real_estate,35,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.963048738
less_0,22,prior_payments_delayed,retraining,2877,greater_1000,4_to_7,3,male,none,2,savings_insurance,32,none,rent,2,skilled,1,none,yes,Risk,No Risk,0.6779761190000001
no_checking,18,credits_paid_to_date,furniture,1924,100_to_500,less_1,2,male,none,3,real_estate,33,stores,own,1,unskilled,1,yes,yes,No Risk,No Risk,0.782672767
no_checking,25,outstanding_credit,radio_tv,6346,500_to_1000,4_to_7,4,male,none,3,unknown,60,none,own,2,skilled,1,none,yes,Risk,Risk,0.37738962
no_checking,8,prior_payments_delayed,car_new,3955,100_to_500,less_1,2,female,none,3,savings_insurance,35,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.767604886
less_0,15,credits_paid_to_date,car_new,897,less_100,unemployed,2,female,none,2,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.971509834
0_to_200,19,credits_paid_to_date,repairs,2628,less_100,1_to_4,3,female,none,2,car_other,31,none,rent,1,skilled,1,none,yes,Risk,No Risk,0.8024864909999999
0_to_200,15,credits_paid_to_date,car_used,2073,500_to_1000,1_to_4,3,male,none,3,savings_insurance,37,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.810407023
no_checking,8,prior_payments_delayed,radio_tv,1102,100_to_500,4_to_7,2,male,none,3,car_other,41,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.6707603129999999
0_to_200,37,outstanding_credit,furniture,4570,unknown,4_to_7,4,male,none,2,unknown,38,stores,own,2,unskilled,2,yes,yes,No Risk,No Risk,0.6283161270000001
no_checking,28,prior_payments_delayed,appliances,6128,100_to_500,greater_7,5,male,none,3,savings_insurance,30,none,free,1,management_self-employed,2,none,yes,Risk,No Risk,0.574255675
0_to_200,31,outstanding_credit,furniture,2780,500_to_1000,4_to_7,3,male,none,4,car_other,36,none,own,1,skilled,1,yes,yes,Risk,No Risk,0.5313300320000001
no_checking,38,outstanding_credit,repairs,6393,greater_1000,greater_7,4,male,co-applicant,4,car_other,47,none,own,1,skilled,1,yes,yes,Risk,Risk,0.11431914
0_to_200,24,all_credits_paid_back,furniture,1624,500_to_1000,4_to_7,2,male,none,2,savings_insurance,29,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.842035462
greater_200,19,credits_paid_to_date,car_used,4763,less_100,1_to_4,3,male,none,4,savings_insurance,25,none,own,1,management_self-employed,2,none,yes,No Risk,No Risk,0.7757343870000001
0_to_200,16,prior_payments_delayed,radio_tv,5185,greater_1000,4_to_7,3,male,none,4,unknown,40,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.616097914
less_0,4,all_credits_paid_back,furniture,250,less_100,1_to_4,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.970831707
less_0,12,prior_payments_delayed,retraining,1650,500_to_1000,greater_7,2,female,none,1,savings_insurance,33,bank,rent,1,unemployed,2,yes,yes,No Risk,No Risk,0.849051856
less_0,4,all_credits_paid_back,radio_tv,250,less_100,unemployed,1,male,none,1,real_estate,22,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
greater_200,34,outstanding_credit,appliances,6539,100_to_500,4_to_7,4,male,none,4,unknown,48,none,own,1,skilled,1,none,yes,Risk,Risk,0.422879135
0_to_200,13,credits_paid_to_date,vacation,250,less_100,1_to_4,3,female,none,3,savings_insurance,27,none,rent,2,skilled,1,none,yes,No Risk,No Risk,0.8606271459999999
no_checking,28,prior_payments_delayed,furniture,6707,500_to_1000,4_to_7,3,male,guarantor,4,car_other,47,none,free,2,skilled,1,yes,yes,Risk,Risk,0.228323697
less_0,17,credits_paid_to_date,car_used,866,500_to_1000,1_to_4,3,male,none,3,savings_insurance,20,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9110027270000001
less_0,11,all_credits_paid_back,vacation,541,less_100,less_1,2,male,none,1,real_estate,34,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.9652326459999999
no_checking,13,credits_paid_to_date,car_used,3164,500_to_1000,less_1,3,male,none,2,real_estate,45,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.691353799
less_0,13,all_credits_paid_back,vacation,3459,less_100,1_to_4,2,female,none,2,savings_insurance,35,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.8770079740000001
less_0,22,all_credits_paid_back,car_used,845,less_100,1_to_4,2,female,none,2,real_estate,22,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.899214541
less_0,9,all_credits_paid_back,education,1625,less_100,4_to_7,2,female,none,3,savings_insurance,25,bank,own,2,unskilled,1,yes,yes,No Risk,No Risk,0.8344535209999999
less_0,4,no_credits,car_new,250,less_100,unemployed,1,male,none,1,real_estate,26,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
0_to_200,29,outstanding_credit,furniture,2988,100_to_500,4_to_7,3,male,none,2,car_other,50,bank,own,2,unemployed,1,yes,yes,No Risk,No Risk,0.57808184
0_to_200,16,prior_payments_delayed,car_new,250,greater_1000,1_to_4,3,female,none,1,savings_insurance,43,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.825486644
no_checking,26,outstanding_credit,appliances,5775,500_to_1000,greater_7,5,male,co-applicant,4,unknown,57,none,own,2,management_self-employed,2,yes,yes,Risk,Risk,0.126446215
no_checking,53,outstanding_credit,radio_tv,6533,unknown,greater_7,4,male,co-applicant,5,car_other,47,none,own,3,skilled,2,yes,yes,Risk,Risk,0.09395737800000001
0_to_200,21,credits_paid_to_date,car_used,2484,less_100,less_1,1,male,none,3,savings_insurance,34,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.822764242
no_checking,16,credits_paid_to_date,furniture,4582,greater_1000,less_1,2,male,none,3,real_estate,21,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.8440366640000001
less_0,19,prior_payments_delayed,furniture,3145,100_to_500,4_to_7,2,male,none,3,unknown,43,stores,rent,2,skilled,1,yes,yes,No Risk,No Risk,0.68487379
0_to_200,22,prior_payments_delayed,radio_tv,3684,less_100,1_to_4,3,female,none,2,car_other,32,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.710163708
less_0,31,outstanding_credit,business,4044,greater_1000,greater_7,3,female,co-applicant,2,unknown,55,stores,own,2,unskilled,1,yes,yes,No Risk,Risk,0.462267273
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,2,real_estate,22,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.970260192
no_checking,35,prior_payments_delayed,business,7504,500_to_1000,1_to_4,4,male,co-applicant,4,savings_insurance,40,none,free,1,management_self-employed,1,none,yes,No Risk,No Risk,0.56858179
greater_200,23,credits_paid_to_date,car_new,3953,500_to_1000,1_to_4,4,female,none,2,car_other,28,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.778431413
less_0,30,credits_paid_to_date,furniture,2019,100_to_500,less_1,2,male,none,3,car_other,30,stores,rent,2,unskilled,1,none,yes,No Risk,No Risk,0.801298673
less_0,24,no_credits,car_new,250,less_100,less_1,2,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9327255240000001
less_0,27,outstanding_credit,appliances,2564,greater_1000,greater_7,3,male,none,2,unknown,48,stores,own,2,unskilled,1,none,yes,Risk,No Risk,0.534778334
no_checking,31,prior_payments_delayed,appliances,6872,100_to_500,greater_7,5,male,none,3,unknown,59,none,free,2,skilled,1,yes,yes,Risk,Risk,0.204887966
no_checking,31,prior_payments_delayed,radio_tv,4950,500_to_1000,4_to_7,4,male,none,4,car_other,43,none,own,1,skilled,2,yes,yes,Risk,Risk,0.476086832
greater_200,9,prior_payments_delayed,retraining,2637,less_100,greater_7,4,male,none,4,car_other,27,none,free,1,management_self-employed,1,none,yes,No Risk,No Risk,0.724424387
no_checking,29,prior_payments_delayed,appliances,9357,100_to_500,greater_7,4,male,co-applicant,4,unknown,48,none,free,2,skilled,2,yes,yes,Risk,Risk,0.13184089999999998
0_to_200,14,prior_payments_delayed,car_new,2537,less_100,1_to_4,2,male,none,2,car_other,36,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.813811238
no_checking,44,outstanding_credit,radio_tv,7040,greater_1000,greater_7,4,male,co-applicant,5,unknown,59,none,free,2,skilled,1,yes,yes,Risk,Risk,0.063839804
no_checking,14,credits_paid_to_date,furniture,3110,less_100,1_to_4,3,male,none,4,real_estate,20,none,own,1,management_self-employed,1,none,yes,Risk,No Risk,0.831662398
no_checking,28,outstanding_credit,repairs,5360,unknown,greater_7,5,male,none,3,unknown,47,stores,rent,2,unskilled,2,yes,yes,Risk,Risk,0.299707135
greater_200,17,credits_paid_to_date,car_new,572,less_100,1_to_4,1,male,none,1,real_estate,30,none,own,1,skilled,1,none,yes,Risk,No Risk,0.95454685
greater_200,34,outstanding_credit,appliances,5250,500_to_1000,4_to_7,4,male,none,5,car_other,40,none,own,2,skilled,1,none,yes,Risk,No Risk,0.5465379020000001
no_checking,22,prior_payments_delayed,education,7593,100_to_500,1_to_4,3,male,none,4,savings_insurance,24,none,own,1,management_self-employed,1,yes,yes,No Risk,No Risk,0.645974545
less_0,18,credits_paid_to_date,car_new,1919,less_100,less_1,2,female,co-applicant,3,savings_insurance,35,stores,own,1,unskilled,1,none,yes,Risk,No Risk,0.8433209290000001
no_checking,19,credits_paid_to_date,car_used,1802,100_to_500,4_to_7,4,male,none,4,savings_insurance,29,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.628123621
no_checking,28,outstanding_credit,radio_tv,6383,unknown,greater_7,5,female,none,3,unknown,54,none,own,2,skilled,1,yes,yes,No Risk,Risk,0.21481024899999998
0_to_200,31,prior_payments_delayed,education,527,100_to_500,1_to_4,3,male,none,3,savings_insurance,34,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.653917878
no_checking,35,outstanding_credit,appliances,8209,unknown,greater_7,5,male,co-applicant,3,unknown,56,none,free,2,skilled,2,yes,yes,Risk,Risk,0.082699186
less_0,11,all_credits_paid_back,furniture,250,less_100,unemployed,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981843522
less_0,9,all_credits_paid_back,appliances,1994,less_100,1_to_4,3,female,none,3,savings_insurance,27,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.8935483740000001
less_0,14,prior_payments_delayed,car_used,250,100_to_500,1_to_4,3,male,none,3,savings_insurance,26,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.851213746
0_to_200,24,credits_paid_to_date,car_new,2524,greater_1000,1_to_4,3,male,none,3,savings_insurance,39,none,own,3,skilled,2,none,yes,Risk,No Risk,0.666833051
0_to_200,4,all_credits_paid_back,car_new,250,500_to_1000,1_to_4,1,female,none,1,real_estate,26,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.970260192
0_to_200,20,prior_payments_delayed,retraining,2855,100_to_500,4_to_7,3,male,none,3,car_other,45,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.667045794
less_0,6,all_credits_paid_back,education,1370,100_to_500,less_1,2,female,none,1,car_other,19,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.929745996
greater_200,27,credits_paid_to_date,radio_tv,3795,100_to_500,less_1,2,female,none,3,car_other,37,none,own,2,skilled,2,yes,yes,No Risk,No Risk,0.704943863
no_checking,13,credits_paid_to_date,furniture,2191,less_100,less_1,3,male,co-applicant,3,real_estate,44,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.8159776609999999
less_0,25,all_credits_paid_back,furniture,2248,less_100,4_to_7,3,male,none,2,real_estate,24,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.815776066
0_to_200,12,credits_paid_to_date,car_used,1761,less_100,4_to_7,2,male,none,3,real_estate,20,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.93754223
greater_200,28,prior_payments_delayed,appliances,3569,greater_1000,4_to_7,3,male,none,4,car_other,44,none,own,2,skilled,2,yes,yes,Risk,No Risk,0.540782608
no_checking,29,outstanding_credit,radio_tv,4373,unknown,4_to_7,4,male,none,3,savings_insurance,29,none,own,1,skilled,1,yes,yes,Risk,No Risk,0.628860629
no_checking,38,prior_payments_delayed,vacation,6335,500_to_1000,greater_7,5,male,none,3,savings_insurance,55,stores,own,2,unskilled,1,none,yes,No Risk,Risk,0.425797944
no_checking,27,prior_payments_delayed,radio_tv,2441,unknown,greater_7,3,male,none,3,car_other,52,none,own,2,skilled,2,yes,yes,Risk,Risk,0.275560127
0_to_200,21,outstanding_credit,radio_tv,2665,100_to_500,1_to_4,2,male,none,1,savings_insurance,34,stores,own,2,unskilled,1,none,yes,No Risk,No Risk,0.7236959740000001
less_0,21,credits_paid_to_date,furniture,250,less_100,unemployed,1,male,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.927914369
no_checking,25,prior_payments_delayed,appliances,4802,100_to_500,4_to_7,3,male,none,4,savings_insurance,40,none,own,2,management_self-employed,2,yes,yes,Risk,No Risk,0.503921049
greater_200,24,prior_payments_delayed,appliances,2140,100_to_500,4_to_7,4,male,none,2,car_other,25,none,own,2,skilled,1,yes,yes,Risk,No Risk,0.6825175809999999
greater_200,19,prior_payments_delayed,radio_tv,4918,100_to_500,1_to_4,3,female,none,3,savings_insurance,51,none,own,1,skilled,1,yes,yes,Risk,No Risk,0.64314445
less_0,6,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,1,real_estate,22,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
0_to_200,21,outstanding_credit,radio_tv,2498,100_to_500,greater_7,2,female,none,2,savings_insurance,35,stores,own,2,skilled,1,yes,yes,Risk,No Risk,0.7127406359999999
less_0,7,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,1,savings_insurance,35,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.935782296
no_checking,38,prior_payments_delayed,appliances,4999,500_to_1000,4_to_7,4,male,none,4,savings_insurance,50,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.505321531
